Date,Closed At,Duration,Symbol,Side,Status,Account,Zone Type,Zone Grade,Entry Model,Session,Mode,Entry,Stop Loss,Take Profit,Exit Price,Size (lots),Exit Type,SL Pips,R:R,AI Score,PnL ($),PnL (%),Notes
2026-04-22 00:15:01,2026-04-22 02:50:01,2h 34m,GBPUSD,SELL,CLOSED,ACG-DEMO-3,supply,A+,FLIP,Off,LIVE,1.35007,1.3511,1.33977,1.3508,,time_stop,10.3,10,90,-27.3,,"Received by API, awaiting worker"
2026-04-22 00:15:00,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,Off,LIVE,1.35007,1.3511,1.33977,,,,,,90,,,Monthly loss limit: $-4145.02 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-21 17:15:04,2026-04-21 17:50:00,34m,USDJPY,SELL,CLOSED,ACG-DEMO-3,supply,B+,BREAK_CANDLE,NY,LIVE,159.08,159.167,158.863,159.228,,sl_hit,8.7,2.5,75,-118.77,,"Received by API, awaiting worker"
2026-04-21 17:15:00,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,NY,LIVE,159.08,159.167,158.863,,,,,,75,,,Monthly loss limit: $-4145.02 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-21 16:50:05,,,XAUUSD,SELL,FILTERED,ACG-DEMO-3,supply,,FLIP,NY,LIVE,4788.93,4794.56,4698.85,,,,,,75,,,Exit received from TradingView (close=4700.05) but entry was filtered — PnL not recorded.
2026-04-21 16:50:00,,,XAUUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,4788.93,4794.56,4698.85,,,,,,75,,,Exit received from TradingView (close=4700.05) but entry was filtered — PnL not recorded.
2026-04-21 11:00:01,,,USDJPY,BUY,FILTERED,ACG-DEMO-3,demand,,BREAK_CANDLE,LDN,LIVE,159.02,158.864,159.41,,,,,,100,,,Exit received from TradingView (close=159.095) but entry was filtered — PnL not recorded.
2026-04-21 11:00:00,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,LDN,LIVE,159.02,158.864,159.41,,,,,,100,,,Exit received from TradingView (close=159.095) but entry was filtered — PnL not recorded.
2026-04-21 10:00:04,2026-04-21 17:13:19,7h 13m,GBPUSD,BUY,CLOSED,ACG-DEMO-3,demand,B+,FLIP,Asia,LIVE,1.35197,1.35136,1.35807,,,,6.1,10,75,-299.53,,Monthly loss limit: $-4145.02 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-21 05:55:02,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,BREAK_CANDLE,Asia,LIVE,2.28724,2.28793,2.28552,,,,,,90,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-21 04:45:02,,,XAUUSD,BUY,FILTERED,ACG-DEMO-3,demand,,FLIP,Asia,LIVE,4813.52,4809.07,4884.72,,,,,,75,,,Exit received from TradingView (close=4809.67) but entry was filtered — PnL not recorded.
2026-04-21 04:45:00,,,XAUUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,4813.52,4809.07,4884.72,,,,,,75,,,Exit received from TradingView (close=4809.67) but entry was filtered — PnL not recorded.
2026-04-21 02:25:01,,,GBPUSD,BUY,FILTERED,ACG-DEMO-3,demand,,DIR_CLOSE,Off,LIVE,1.35334,1.35301,1.35664,,,,,,85,,,Exit received from TradingView (close=1.35274) but entry was filtered — PnL not recorded.
2026-04-21 02:25:00,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,Off,LIVE,1.35334,1.35301,1.35664,,,,,,85,,,Exit received from TradingView (close=1.35274) but entry was filtered — PnL not recorded.
2026-04-21 00:05:02,,,GBPNZD,BUY,SYMBOL_BLACKLISTED,,demand,,FLIP,Off,LIVE,2.30005,2.2955,2.31142,,,,,,80,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-20 18:00:06,2026-04-20 20:35:00,2h 34m,GBPUSD,BUY,CLOSED,ACG-DEMO-3,demand,A+,FLIP,NY,LIVE,1.35235,1.35041,1.37175,1.35325,,time_stop,19.4,10,95,37.82,,Monthly loss limit: $-4145.02 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-20 14:00:04,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,FLIP,LDN,LIVE,2.29909,2.30006,2.29666,,,,,,70,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-20 12:10:02,,,USDJPY,BUY,FILTERED,ACG-DEMO-3,demand,,DIR_CLOSE,LDN,LIVE,158.957,158.856,159.21,,,,,,95,,,Exit received from TradingView (close=158.862) but entry was filtered — PnL not recorded.
2026-04-20 12:10:00,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,158.957,158.856,159.21,,,,,,95,,,Exit received from TradingView (close=158.862) but entry was filtered — PnL not recorded.
2026-04-20 10:10:03,2026-04-29 23:04:16,9d,XAUUSD,SELL,CLOSED,ACG-DEMO-2,supply,A,BREAK_CANDLE,LDN,LIVE,4795.99,4801.85,4702.23,,,,586,16,80,-143.75,,"Received by API, awaiting worker"
2026-04-20 10:10:03,2026-04-20 10:18:22,8m,XAUUSD,SELL,CLOSED,ACG-DEMO-3,supply,A,BREAK_CANDLE,LDN,LIVE,4795.99,4801.85,4702.23,4801.94,,,586,16,80,-299.86,,Backfilled missing multi-account closed signal for ACG-DEMO-3 (DEV-164)
2026-04-16 13:55:01,,,GBPUSD,SELL,FILTERED,ACG-DEMO-3,supply,,DIR_CLOSE,LDN,LIVE,1.35414,1.35452,1.35034,,,,,,90,,,Exit received from TradingView (close=1.35512) but entry was filtered — PnL not recorded.
2026-04-16 13:55:00,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,1.35414,1.35452,1.35034,,,,,,90,,,Exit received from TradingView (close=1.35512) but entry was filtered — PnL not recorded.
2026-04-16 11:45:04,,,USDJPY,SELL,FILTERED,ACG-DEMO-3,supply,,BREAK_CANDLE,LDN,LIVE,158.99,159.088,158.745,,,,,,75,,,"1-candle liquidity blocked: liquidity_score=28/100 (threshold=55, raw=55/190) — below dynamic threshold 55"
2026-04-16 11:45:00,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,LDN,LIVE,158.99,159.088,158.745,,,,,,75,,,"1-candle liquidity blocked: liquidity_score=28/100 (threshold=55, raw=55/190) — below dynamic threshold 55"
2026-04-16 07:50:04,,,USDJPY,BUY,FILTERED,ACG-DEMO-3,demand,,BREAK_CANDLE,Asia,LIVE,158.715,158.633,158.92,,,,,,80,,,1-candle liquidity blocked: middle zone
2026-04-16 07:50:00,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,Asia,LIVE,158.715,158.633,158.92,,,,,,80,,,1-candle liquidity blocked: middle zone
2026-04-16 00:20:01,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,FLIP,Off,LIVE,2.29367,2.29605,2.28772,,,,,,90,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-15 18:35:03,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,158.963,158.834,159.286,,,,,,90,,,Exit received from TradingView (close=158.842) but entry was filtered — PnL not recorded.
2026-04-15 18:35:03,,,USDJPY,BUY,FILTERED,ACG-DEMO-3,demand,,FLIP,NY,LIVE,158.963,158.834,159.286,,,,,,90,,,Exit received from TradingView (close=158.842) but entry was filtered — PnL not recorded.
2026-04-15 16:25:03,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,DIR_CLOSE,NY,LIVE,2.29931,2.30048,2.29639,,,,,,60,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-15 16:05:01,,,XAUUSD,BUY,FILTERED,ACG-DEMO-3,demand,,FLIP,NY,LIVE,4812.07,4808.12,4851.57,,,,,,55,,,Exit received from TradingView (close=4807.15) but entry was filtered — PnL not recorded.
2026-04-15 16:05:01,,,XAUUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,4812.07,4808.12,4851.57,,,,,,55,,,Exit received from TradingView (close=4807.15) but entry was filtered — PnL not recorded.
2026-04-15 15:50:02,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.35506,1.35423,1.36336,,,,,,55,,,Zone score 55 below minimum 60.0
2026-04-15 15:50:02,,,GBPUSD,BUY,FILTERED,ACG-DEMO-3,demand,,FLIP,NY,LIVE,1.35506,1.35423,1.36336,,,,,,55,,,Zone score 55 below minimum 60.0
2026-04-15 13:45:03,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,158.944,159.077,158.611,,,,,,65,,,Exit received from TradingView (close=159.054) but entry was filtered — PnL not recorded.
2026-04-15 13:45:03,,,USDJPY,SELL,FILTERED,ACG-DEMO-3,supply,,FLIP,LDN,LIVE,158.944,159.077,158.611,,,,,,65,,,Exit received from TradingView (close=159.054) but entry was filtered — PnL not recorded.
2026-04-15 13:35:00,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,FLIP,LDN,LIVE,2.29803,2.29925,2.29498,,,,,,80,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-15 13:15:01,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,1.35577,1.3564,1.34947,,,,,,80,,,Monthly loss limit: $-4082.82 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-15 13:15:01,,,GBPUSD,SELL,FILTERED,ACG-DEMO-3,supply,,FLIP,LDN,LIVE,1.35577,1.3564,1.34947,,,,,,80,,,Monthly loss limit: $-4082.82 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-15 10:30:05,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,FLIP,LDN,LIVE,2.29774,2.29874,2.29524,,,,,,85,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-15 10:10:00,,,XAUUSD,BUY,FILTERED,ACG-DEMO-3,demand,,BREAK_CANDLE,LDN,LIVE,4809.36,4803.75,4865.46,,,,,,75,,,Exit received from TradingView (close=4805.04) but entry was filtered — PnL not recorded.
2026-04-15 10:10:00,,,XAUUSD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,LDN,LIVE,4809.36,4803.75,4865.46,,,,,,75,,,Exit received from TradingView (close=4805.04) but entry was filtered — PnL not recorded.
2026-04-15 09:00:11,,,GBPNZD,SELL,SYMBOL_BLACKLISTED,,supply,,BREAK_CANDLE,Asia,LIVE,2.29795,2.29895,2.29545,,,,,,90,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-15 08:45:05,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,1.35686,1.35613,1.36416,,,,,,95,,,Exit received from TradingView (close=1.3562) but entry was filtered — PnL not recorded.
2026-04-15 08:45:05,,,GBPUSD,BUY,FILTERED,ACG-DEMO-3,demand,,FLIP,Asia,LIVE,1.35686,1.35613,1.36416,,,,,,95,,,Exit received from TradingView (close=1.3562) but entry was filtered — PnL not recorded.
2026-04-15 05:55:01,,,GBPNZD,BUY,SYMBOL_BLACKLISTED,,demand,,DIR_CLOSE,Asia,LIVE,2.29955,2.29888,2.30122,,,,,,90,,,Symbol GBPNZD not in profitable whitelist (see PROFITABLE_SYMBOLS in worker.py)
2026-04-14 19:15:05,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,158.871,158.965,158.636,,,,,,100,,,Monthly loss limit: $-4644.62 loss this month (limit $-4000.00 = 8% of $50000) | AI repair: cleared false CLOSED/PnL state because trade never executed on broker.
2026-04-14 19:15:05,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,158.871,158.965,158.636,,,,,,100,,,Monthly loss limit: $-4644.62 loss this month (limit $-4000.00 = 8% of $50000) | AI repair: cleared false CLOSED/PnL state because trade never executed on broker.
2026-04-14 19:15:05,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,158.871,158.965,158.636,,,,,,100,,,Monthly loss limit: $-4644.62 loss this month (limit $-4000.00 = 8% of $50000) | AI repair: cleared false CLOSED/PnL state because trade never executed on broker.
2026-04-14 14:35:00,,,NAS100,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,25515.9,35524.9,-94592,,,,,,60,,,"1-candle liquidity blocked: liquidity_score=36/100 (threshold=63, raw=70/190) — below dynamic threshold 63"
2026-04-14 13:45:01,,,XAUUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,4767.41,4751.9,4829.45,,,,,,80,,,Futures (Mangoe): FLIP entry rejected: bar_time is required for 5-min boundary validation on LIVE accounts (fail-closed). Check Pine webhook payload.
2026-04-14 10:15:02,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,215.201,215.148,215.36,,,,,,95,,,Exit received from TradingView (close=215.343) but entry was filtered — PnL not recorded.
2026-04-14 10:00:09,,,GBPCAD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,BREAK_CANDLE,Asia,LIVE,1.86254,1.8635,1.85966,,,,,,75,,,Exit received from TradingView (close=1.8634) but entry was staleness_rejected — PnL not recorded.
2026-04-14 09:10:01,,,GBPJPY,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,Asia,LIVE,215.132,215.25,214.896,,,,,,75,,,Exit received from TradingView (close=215.206) but entry was filtered — PnL not recorded.
2026-04-14 08:45:02,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,Asia,LIVE,159.106,159.166,158.926,,,,,,100,,,Exit received from TradingView (close=159.134) but entry was filtered — PnL not recorded.
2026-04-14 08:40:03,,,GBPCAD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,Asia,LIVE,1.86325,1.86246,1.86562,,,,,,95,,,Exit received from TradingView (close=1.86238) but entry was filtered — PnL not recorded.
2026-04-13 21:35:00,,,NAS100,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,25274.6,15259.5,145456,,,,,,80,,,Exit received from TradingView (close=25444.45) but entry was filtered — PnL not recorded.
2026-04-13 18:15:03,,,GBPCAD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.85873,1.85744,1.8626,,,,,,100,,,Exit received from TradingView (close=1.86269) but entry was filtered — PnL not recorded.
2026-04-13 15:45:02,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,214.541,214.468,214.723,,,,,,95,,,Exit received from TradingView (close=214.723) but entry was filtered — PnL not recorded.
2026-04-13 13:55:01,,,XAUUSD,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,4720.02,4723.96,4704.26,,,,,,80,,,Exit received from TradingView (close=4725.09) but entry was filtered — PnL not recorded.
2026-04-13 12:40:01,,,XAUUSD,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,LDN,LIVE,4716,4710.82,4736.72,,,,,,60,,,Exit received from TradingView (close=4714.36) but entry was filtered — PnL not recorded.
2026-04-13 10:30:00,,,NAS100,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,24972.7,14951,145234,,,,,,60,,,Exit received from TradingView (close=25083.86) but entry was filtered — PnL not recorded.
2026-04-13 10:00:05,,,GBPCAD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,Asia,LIVE,1.85808,1.85706,1.86114,,,,,,70,,,Exit received from TradingView (close=1.85948) but entry was filtered — PnL not recorded.
2026-04-13 09:55:00,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,Asia,LIVE,159.696,159.744,159.552,,,,,,60,,,Exit received from TradingView (close=159.747) but entry was filtered — PnL not recorded.
2026-04-13 09:00:09,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,214.063,214.016,214.204,,,,,,70,,,Exit received from TradingView (close=214.041) but entry was filtered — PnL not recorded.
2026-04-13 08:00:09,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,1.16862,1.16927,1.16602,,,,,,90,,,Exit received from TradingView (close=1.16942) but entry was staleness_rejected — PnL not recorded.
2026-04-10 18:20:02,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,1.17347,1.17394,1.17159,,,,,,80,,,"Price deviation: 3.8 pips from signal entry (signal: 1.17347, current: 1.1738467). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-04-10 18:05:03,,,USDCAD,SELL,RECEIVED,,,,,,LIVE,1.38307,1.38371,1.38147,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 15:40:00,,,XAUUSD,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,NY,LIVE,4775.97,4782.34,4750.49,,,,,,55,,,Zone score 55 below minimum 60.0
2026-04-10 15:30:15,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,214.065,213.977,214.285,,,,,,80,,,Exit received from TradingView (close=214.289) but entry was filtered — PnL not recorded.
2026-04-10 15:10:02,,,USDCAD,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,1.38224,1.38167,1.38366,,,,,,65,,,Exit received from TradingView (close=1.3817) but entry was filtered — PnL not recorded.
2026-04-10 15:05:00,,,NAS100,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,25128.8,15117.4,145265,,,,,,85,,,Exit received from TradingView (close=25103.19) but entry was filtered — PnL not recorded.
2026-04-10 14:45:01,,,USDJPY,SELL,RECEIVED,,,,,,LIVE,159.179,159.251,158.999,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 11:40:04,,,EURUSD,SELL,STALENESS_REJECTED,ACG-DEMO-2,supply,,DIR_CLOSE,LDN,LIVE,1.16884,1.16926,1.16716,,,,,,90,,,Exit received from TradingView (close=1.17093) but entry was staleness_rejected — PnL not recorded.
2026-04-10 11:05:03,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,213.719,213.677,213.845,,,,,,80,,,Monthly loss limit: $-4739.43 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-10 09:35:02,,,GBPCAD,BUY,RECEIVED,,,,,,LIVE,1.85576,1.85481,1.85861,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 08:45:02,,,XAUUSD,SELL,RECEIVED,,,,,,LIVE,4764.52,4768.17,4749.92,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 07:55:00,,,NAS100,BUY,RECEIVED,,,,,,LIVE,25127.4,15121.3,145201,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 07:45:02,,,GBPJPY,SELL,RECEIVED,,,,,,LIVE,213.692,213.719,213.57,,,,,,,,,"Received by API, awaiting worker"
2026-04-10 06:55:01,,,USDCAD,SELL,RECEIVED,,,,,,LIVE,1.38227,1.38267,1.38127,,,,,,,,,"Received by API, awaiting worker"
2026-04-09 21:40:04,,,NZDJPY,BUY,RECEIVED,,,,,,LIVE,93.118,93.048,93.328,,,,,,,,,"Received by API, awaiting worker"
2026-04-09 17:00:18,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.3421,1.34152,1.34384,,,,,,95,,,Exit received from TradingView (close=1.34154) but entry was filtered — PnL not recorded.
2026-04-09 16:25:03,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,NY,LIVE,1.34235,1.34276,1.34112,,,,,,75,,,Exit received from TradingView (close=1.34279) but entry was filtered — PnL not recorded.
2026-04-09 14:05:02,,,GBPCAD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,1.85661,1.85532,1.86048,,,,,,95,,,Exit received from TradingView (close=1.85493) but entry was filtered — PnL not recorded.
2026-04-09 14:00:10,,,XAUUSD,SELL,FILTERED,default,supply,,FLIP,LDN,LIVE,4741.09,4746.7,4718.65,,,,,,70,,,"Futures (Mangoe): FLIP entry requires bar_time for 5m boundary check. Use Break of Candle or Directional Close, or ensure Flip occurs on 5m candle open."
2026-04-09 13:35:02,,,USDCAD,BUY,FILTERED,ACG-DEMO-2,demand,,BREAK_CANDLE,LDN,LIVE,1.38547,1.38501,1.38662,,,,,,90,,,Monthly loss limit: $-4660.62 loss this month (limit $-4000.00 = 8% of $50000)
2026-04-09 12:00:04,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,LDN,LIVE,159.003,158.957,159.141,,,,,,100,,,Exit received from TradingView (close=158.97) but entry was filtered — PnL not recorded.
2026-04-09 11:45:01,,,GBPJPY,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,213.057,213.111,212.895,,,,,,65,,,Exit received from TradingView (close=213.133) but entry was filtered — PnL not recorded.
2026-04-09 10:15:01,,,XAUUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,4724.26,4730.44,4699.54,,,,,,80,,,Exit received from TradingView (close=4729.06) but entry was filtered — PnL not recorded.
2026-04-09 10:15:00,2026-04-09 11:55:00,1h 39m,EURUSD,SELL,CLOSED,ACG-DEMO-2,supply,,FLIP,LDN,LIVE,1.16655,1.16723,1.16383,1.16744,,sl_hit,,,85,-676.47,,"Price deviation: 3.1 pips from signal entry (signal: 1.16655, current: 1.1668612). Market moved too much during webhook latency. Rejecting to prevent slippage."
2026-04-09 09:30:05,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,1.3387,1.33816,1.34032,,,,,,80,,,Exit received from TradingView (close=1.33895) but entry was filtered — PnL not recorded.
2026-04-09 09:25:01,,,GBPJPY,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,Asia,LIVE,212.704,212.644,212.884,,,,,,90,,,Exit received from TradingView (close=212.706) but entry was filtered — PnL not recorded.
2026-04-09 09:00:07,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,1.3391,1.33884,1.34027,,,,,,75,,,Exit received from TradingView (close=1.33886) but entry was filtered — PnL not recorded.
2026-04-09 06:55:01,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,DIR_CLOSE,Asia,LIVE,158.772,158.816,158.64,,,,,,80,,,Exit received from TradingView (close=158.81) but entry was filtered — PnL not recorded.
2026-04-08 21:20:03,,,GBPCAD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,1.85699,1.8585,1.85246,,,,,,75,,,Exit received from TradingView (close=1.85507) but entry was filtered — PnL not recorded.
2026-04-08 20:05:01,,,USDJPY,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,158.442,158.378,158.634,,,,,,80,,,Exit received from TradingView (close=158.395) but entry was filtered — PnL not recorded.
2026-04-08 19:55:03,,,USDCAD,BUY,FILTERED,ACG-DEMO-2,demand,,DIR_CLOSE,NY,LIVE,1.38452,1.3841,1.38557,,,,,,80,,,Exit received from TradingView (close=1.38397) but entry was filtered — PnL not recorded.
2026-04-08 19:10:02,,,USDJPY,SELL,FILTERED,ACG-DEMO-2,supply,,BREAK_CANDLE,NY,LIVE,158.382,158.442,158.202,,,,,,90,,,Exit received from TradingView (close=158.424) but entry was filtered — PnL not recorded.
2026-04-08 18:20:03,,,GBPUSD,BUY,STALENESS_REJECTED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.34413,1.34274,1.34691,,,,,,100,,,Exit received from TradingView (close=1.34289) but entry was staleness_rejected — PnL not recorded.
2026-04-08 18:20:03,,,EURUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,1.16929,1.16814,1.17389,,,,,,100,,,Exit received from TradingView (close=1.16827) but entry was filtered — PnL not recorded.
2026-04-08 18:00:09,2026-04-26 19:23:40,18d,GBPCAD,BUY,CLOSED,ACG-DEMO-2,demand,A+,FLIP,NY,LIVE,1.86119,1.85992,1.865,1.85981,,,12.7,3,95,-273.74,,Auto-Resolved via Watchdog
2026-04-08 17:15:01,,,XAUUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,NY,LIVE,4780.07,4791.92,4732.67,,,,,,80,,,Exit received from TradingView (close=4736.27) but entry was filtered — PnL not recorded.
2026-04-08 16:50:02,,,NAS100,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,NY,LIVE,25011,14947.7,145772,,,,,,20,,,Exit received from TradingView (close=24896.4) but entry was filtered — PnL not recorded.
2026-04-08 16:10:01,2026-04-26 19:23:40,18d,GBPJPY,BUY,CLOSED,ACG-DEMO-2,demand,A+,DIR_CLOSE,NY,LIVE,212.832,212.721,213.054,212.708,,,11.1,2,100,-365.3,,Auto-Resolved via Watchdog
2026-04-08 15:50:01,2026-04-26 19:23:40,18d,USDCAD,BUY,CLOSED,ACG-DEMO-2,demand,A,FLIP,NY,LIVE,1.38459,1.38406,1.38592,,,,5.3,2.5,80,-155.03,,"Received by API, awaiting worker"
2026-04-08 13:55:01,2026-04-26 19:23:40,18d,XAUUSD,SELL,CLOSED,ACG-DEMO-2,supply,B,BREAK_CANDLE,LDN,LIVE,4790.88,4796.27,4769.32,,,,539,4,60,-420.21000000000004,,"Received by API, awaiting worker"
2026-04-08 11:20:01,2026-04-26 19:23:40,18d,EURUSD,BUY,CLOSED,ACG-DEMO-2,demand,A+,FLIP,LDN,LIVE,1.16878,1.16823,1.17098,,,,5.5,4,95,-327.57,,"Received by API, awaiting worker"
2026-04-08 09:30:02,2026-04-08 15:35:00,6h 4m,NAS100,BUY,CLOSED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,25030.1,15019.1,145162,25054,,time_stop,,,40,16.56,,Zone score 40 below minimum 60.0
2026-04-08 08:20:01,,,GBPUSD,BUY,FILTERED,ACG-DEMO-2,demand,,FLIP,Asia,LIVE,1.34186,1.34083,1.34443,,,,,,95,,,Exit received from TradingView (close=1.34385) but entry was filtered — PnL not recorded.
2026-04-08 08:20:01,2026-04-26 19:23:39,18d,GBPCAD,BUY,CLOSED,ACG-DEMO-2,demand,A+,FLIP,Asia,LIVE,1.85644,1.85523,1.86007,1.86001,,,12.1,3,95,747.54,,Auto-Resolved via Watchdog
2026-04-08 07:25:03,2026-04-26 19:23:39,18d,GBPUSD,SELL,CLOSED,ACG-DEMO-2,supply,B+,BREAK_CANDLE,Asia,LIVE,1.34086,1.34152,1.33888,,,,6.6,3,70,-356.46,,"Received by API, awaiting worker"
2026-04-08 06:20:02,,,GBPUSD,SELL,FILTERED,ACG-DEMO-2,supply,,FLIP,Asia,LIVE,1.33998,1.34056,1.33824,,,,,,80,,,Exit received from TradingView (close=1.34063) but entry was filtered — PnL not recorded.
2026-04-07 20:45:03,2026-04-26 19:23:39,18d,USDJPY,BUY,CLOSED,ACG-DEMO-2,demand,A+,FLIP,NY,LIVE,159.811,159.695,160.043,,,,11.6,2,100,-125.31,,"Received by API, awaiting worker"
